,Asset Name,Asset Name: Address,Asset Name: Size,Asset Name: Date Built,Custom: Assessment Date,formattted_address,latitude,longitude,formatted_address,location,geometry,index_right,OBJECTID,WARD,COUNCILLOR_NAME,PHONE,EMAIL,WEBSITE,PICTURE_URL,Shape__Area,Shape__Length,year,dry_days_hxmax40_mean,freeze_thaw_mean,ice_days_mean,max_temp_mean_mean,minimum_temp_mean_mean,tg_mean_6_mean,total_precipitation_mean,wet_days_plus20mm_mean
413,SIR WINSTON CHURCHILL RECREATION CENTRE (P),1709 MAIN STREET EAST,12414.0,1970-01-02,2018,"1709 main street east, Hamilton, Ontario",43.23707406,-79.79497373,"1709 Main St E, Hamilton, Ontario, L8H 1E3","1709 Main St E, Hamilton, Ontario, L8H 1E3",POINT (-79.794973732771 43.23707406123),3.0,4.0,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194,1970.0,1.5272727272727273,58.9,45.71818181818182,13.481636363636364,4.550363636363636,9.016363636363637,825.3969090909088,6.754545454545455
414,SPRING VALLEY ARENA,29 ORCHARD DRIVE,29628.0,1974-01-02,2015,"29 orchard drive, Hamilton, Ontario",43.21700128,-79.99774439,"29 Orchard Dr, Ancaster, Ontario, L9G 1Z6","29 Orchard Dr, Ancaster, Ontario, L9G 1Z6",POINT (-79.997744392603 43.217001284108),11.0,12.0,12,Craig Cassar,905-546-2704,craig.cassar@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-12,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrCassar.jpg.jpeg?itok=Hd4CvrQn,297639671.4,83212.28066,1974.0,1.4313725490196079,64.13725490196079,50.333333333333336,13.287058823529412,3.8433333333333333,8.564313725490196,844.3964705882355,7.088235294117647
415,St. Christopher's Park - Storage With Sunshelter,48 Holly Ave.,652.0,2002-01-02,2020,"48 holly ave., Hamilton, Ontario",43.25519322,-79.80815069,"48 Holly Ave, Hamilton, Ontario, L8H 3M6","48 Holly Ave, Hamilton, Ontario, L8H 3M6",POINT (-79.808150688097 43.255193216379),3.0,4.0,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194,2002.0,2.130434782608696,53.17391304347826,35.06521739130435,14.407826086956522,5.72304347826087,9.720434782608697,809.4243478260869,7.239130434782608
416,STONEY CREEK ARENA,37 KING STREET WEST,28278.0,1973-01-02,2021,"37 king street west, Hamilton, Ontario",43.26649102,-79.95520062,"37 King St W, Dundas, Ontario, L9H 1T5","37 King St W, Dundas, Ontario, L9H 1T5",POINT (-79.955200618112 43.266491016031),12.0,13.0,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325,1973.0,1.0384615384615385,64.41346153846153,48.78846153846154,13.399615384615384,3.8759615384615396,8.63423076923077,837.0038461538462,6.951923076923077
417,STONEY CREEK CITY HALL (L & MSC),777 HIGHWAY 8,63432.0,1995-01-02,2022,"777 highway 8, Hamilton, Ontario",43.21228198,-79.69172639,"777 Hwy 8, Stoney Creek, Ontario, L8E 5J4","777 Hwy 8, Stoney Creek, Ontario, L8E 5J4",POINT (-79.691726388266 43.212281979254),9.0,10.0,10,Jeff Beattie,905-546-2701,jeff.beattie@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-10,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrBeattie.jpg.jpeg?itok=pdfLrJ5N,31395293.41,31057.20076,1995.0,2.1666666666666665,54.06666666666667,40.2,14.066,5.340666666666667,9.702666666666666,829.5200000000002,6.9
418,STONEY CREEK CIVIC OPERATIONS CENTRE - MAIN BUILDING (F),349 JONES ROAD,44186.0,1999-01-02,2018,"349 jones road, Hamilton, Ontario",43.22269561,-79.68939882,"349 Jones Rd, Stoney Creek, Ontario, L8E 5N2","349 Jones Rd, Stoney Creek, Ontario, L8E 5N2",POINT (-79.689398817573 43.222695613849),9.0,10.0,10,Jeff Beattie,905-546-2701,jeff.beattie@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-10,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrBeattie.jpg.jpeg?itok=pdfLrJ5N,31395293.41,31057.20076,1999.0,2.269230769230769,54.03846153846154,38.71153846153846,14.166923076923078,5.460769230769231,9.818076923076923,831.4826923076923,6.980769230769231
419,STONEY CREEK CIVIC OPERATIONS CENTRE - SALT STORAGE,349 JONES ROAD,7200.0,2016-01-02,2018,"349 jones road, Hamilton, Ontario",43.22269561,-79.68939882,"349 Jones Rd, Stoney Creek, Ontario, L8E 5N2","349 Jones Rd, Stoney Creek, Ontario, L8E 5N2",POINT (-79.689398817573 43.222695613849),9.0,10.0,10,Jeff Beattie,905-546-2701,jeff.beattie@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-10,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrBeattie.jpg.jpeg?itok=pdfLrJ5N,31395293.41,31057.20076,2016.0,3.111111111111111,51.5,34.888888888888886,14.610000000000001,5.907777777777778,10.247777777777777,830.7955555555557,7.277777777777778
420,STONEY CREEK CIVIC OPERATIONS CENTRE - SAND STORAGE,349 JONES ROAD,12696.0,1971-01-02,2019,"349 jones road, Hamilton, Ontario",43.22269561,-79.68939882,"349 Jones Rd, Stoney Creek, Ontario, L8E 5N2","349 Jones Rd, Stoney Creek, Ontario, L8E 5N2",POINT (-79.689398817573 43.222695613849),9.0,10.0,10,Jeff Beattie,905-546-2701,jeff.beattie@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-10,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrBeattie.jpg.jpeg?itok=pdfLrJ5N,31395293.41,31057.20076,1971.0,1.3518518518518519,56.69444444444444,44.31481481481482,13.552962962962964,4.81574074074074,9.185925925925925,822.0151851851853,6.611111111111111
421,STONEY CREEK RECREATION CENTRE (P),45 KING STREET WEST,27992.0,2016-01-02,2018,"45 king street west, Hamilton, Ontario",43.2665429,-79.95553338,"45 King St W, Dundas, Ontario, L9H 1T5","45 King St W, Dundas, Ontario, L9H 1T5",POINT (-79.955533379668 43.266542900012),12.0,13.0,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325,2016.0,2.3333333333333335,60.44444444444444,39.0,14.43,4.953333333333333,9.682222222222222,844.9833333333333,7.333333333333333
422,STONEY CREEK STORAGE BUILDING & WORKSHOP (H),77 KING STREET WEST,875.0,1977-01-02,2019,"77 king street west, Hamilton, Ontario",43.266696,-79.95657399,"77 King St W, Dundas, Ontario, L9H 1T5","77 King St W, Dundas, Ontario, L9H 1T5",POINT (-79.956573992947 43.266695995474),12.0,13.0,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325,1977.0,1.125,64.15625,48.291666666666664,13.471458333333336,3.9481249999999997,8.704583333333334,838.0466666666667,7.010416666666667
423,Stoney Creek Tennis Club House,880 Queenston Rd.,2274.0,1987-01-02,2019,"880 queenston rd., Hamilton, Ontario",43.22581678,-79.75878832,"880 Queenston Rd, Stoney Creek, Ontario, L8E 5J2","880 Queenston Rd, Stoney Creek, Ontario, L8E 5J2",POINT (-79.758788319192 43.225816783135),4.0,5.0,5,Matt Francis,905-546-2716,matt.francis@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-5,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrFrancis.jpg.jpeg?itok=7VWTb7Vl,19689429.56,35522.41776,1987.0,2.0,57.23684210526316,43.30263157894737,13.799736842105263,4.884473684210526,9.342631578947367,832.4578947368421,6.934210526315789
424,Strabane Community Park - Pavilion,1315 Brock Rd. (Brock & 7th Concession),880.0,1971-01-02,Audit,"1315 brock rd. (brock & 7th concession), Hamilton, Ontario",43.35952758,-80.0276413,"1315 Brock Rd, Dundas, Ontario, L9H 5E4","1315 Brock Rd, Dundas, Ontario, L9H 5E4",POINT (-80.027641300125 43.359527584798),12.0,13.0,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325,1971.0,0.6851851851851852,68.64814814814815,55.98148148148148,12.884999999999998,3.0562962962962965,7.968148148148147,851.3224074074072,6.796296296296297
425,Strabane Community Park - Washroom / Concession / Storage,1315 Brock Rd. (Brock & 7th Concession),900.0,1971-01-02,Audit,"1315 brock rd. (brock & 7th concession), Hamilton, Ontario",43.35952758,-80.0276413,"1315 Brock Rd, Dundas, Ontario, L9H 5E4","1315 Brock Rd, Dundas, Ontario, L9H 5E4",POINT (-80.027641300125 43.359527584798),12.0,13.0,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325,1971.0,0.6851851851851852,68.64814814814815,55.98148148148148,12.884999999999998,3.0562962962962965,7.968148148148147,851.3224074074072,6.796296296296297
426,T.B. Mcquesten Park - Storage / Washroom / Utility,1199 Upper Wentworth St.,4336.0,2002-01-02,Audit,"1199 upper wentworth st., Hamilton, Ontario",43.21085039,-79.86663952,"1199 Upper Wentworth St, Hamilton, Ontario, L8W 2P8","1199 Upper Wentworth St, Hamilton, Ontario, L8W 2P8",POINT (-79.866639524636 43.210850392101),6.0,7.0,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157,2002.0,2.5217391304347827,59.58695652173913,42.80434782608695,13.959565217391305,4.8078260869565215,9.384347826086957,851.7056521739129,7.260869565217392
427,TAPLEYTOWN YARD - SALT STORAGE,119 TAPLEYTOWN ROAD,7018.0,2006-01-02,2019,"119 tapleytown road, Hamilton, Ontario",43.17240772,-79.73375786,"119 Tapleytown Rd, Stoney Creek, Ontario, L8J 3K1","119 Tapleytown Rd, Stoney Creek, Ontario, L8J 3K1",POINT (-79.733757860835 43.172407715196),8.0,9.0,9,Brad Clark,905-546-2703,brad.clark@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-9,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrClark2022.jpg.jpeg?itok=x4h2z-3O,73469079.21,42091.34971,2006.0,2.526315789473684,52.81578947368421,37.26315789473684,14.313157894736841,5.616842105263157,9.969473684210527,839.9078947368421,7.2105263157894735
428,TAPLEYTOWN YARD - SAND STORAGE,119 TAPLEYTOWN ROAD,1052.0,1982-01-02,2018,"119 tapleytown road, Hamilton, Ontario",43.17240772,-79.73375786,"119 Tapleytown Rd, Stoney Creek, Ontario, L8J 3K1","119 Tapleytown Rd, Stoney Creek, Ontario, L8J 3K1",POINT (-79.733757860835 43.172407715196),8.0,9.0,9,Brad Clark,905-546-2703,brad.clark@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-9,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrClark2022.jpg.jpeg?itok=x4h2z-3O,73469079.21,42091.34971,1982.0,1.627906976744186,55.77906976744186,42.872093023255815,13.725116279069768,5.007209302325581,9.367906976744186,825.9881395348839,6.709302325581396
429,Templemead Park - Storage,30 Independence Dr.,138.0,1968-01-02,Audit,"30 independence dr., Hamilton, Ontario",43.19654579,-79.8449392,"30 Independence Dr, Hamilton, Ontario, L8W 2W1","30 Independence Dr, Hamilton, Ontario, L8W 2W1",POINT (-79.84493919641 43.196545794232),5.0,6.0,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275,1968.0,1.4736842105263157,62.42982456140351,49.64912280701754,13.237894736842106,4.036140350877193,8.638245614035089,838.4136842105263,6.9298245614035086
430,Templemead Park - Sunshelter,30 Independence Dr.,560.0,2002-01-02,Audit,"30 independence dr., Hamilton, Ontario",43.19654579,-79.8449392,"30 Independence Dr, Hamilton, Ontario, L8W 2W1","30 Independence Dr, Hamilton, Ontario, L8W 2W1",POINT (-79.84493919641 43.196545794232),5.0,6.0,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275,2002.0,2.608695652173913,59.58695652173913,42.80434782608695,13.959565217391305,4.8078260869565215,9.384347826086957,851.7056521739129,7.260869565217392
431,TERRYBERRY LIBRARY,100 MOHAWK ROAD WEST,28108.0,1995-01-02,2015,"100 mohawk road west, Hamilton, Ontario",43.23048081,-79.88693111,"100 Mohawk Rd W, Hamilton, Ontario, L9C 1W1","100 Mohawk Rd W, Hamilton, Ontario, L9C 1W1",POINT (-79.886931106396 43.230480809338),7.0,8.0,8,John-Paul Danko,905-521-3958,ward8@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-8,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClDanko2022.jpg.jpeg?itok=JQOivEWx,13537637.86,16467.21489,1995.0,2.2333333333333334,60.0,44.916666666666664,13.813,4.626,9.217666666666666,847.0053333333332,7.183333333333334
432,THE OPTIMIST CLUB OF STONEY CREEK,830 Queenston Rd.,4998.0,1964-01-02,2022,"830 queenston rd., Hamilton, Ontario",43.22705999,-79.76030117,"830 Queenston Rd, Stoney Creek, Ontario, L8G 4A8","830 Queenston Rd, Stoney Creek, Ontario, L8G 4A8",POINT (-79.760301168896 43.227059987014),4.0,5.0,5,Matt Francis,905-546-2716,matt.francis@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-5,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrFrancis.jpg.jpeg?itok=7VWTb7Vl,19689429.56,35522.41776,1964.0,1.3934426229508197,59.278688524590166,46.60655737704918,13.378032786885246,4.440819672131148,8.911147540983608,823.2116393442623,6.721311475409836
433,TIM HORTONS FIELD,64 MELROSE AVENUE NORTH,327148.0,2014-09-02,2020,"64 melrose avenue north, Hamilton, Ontario",43.25203982,-79.83138717,"64 Melrose Ave N, Hamilton, Ontario, L8L 0C3","64 Melrose Ave N, Hamilton, Ontario, L8L 0C3",POINT (-79.831387167718 43.252039818676),2.0,3.0,3,Nrinder Nann,905-546-2702,ward3@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-3,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClNann2022.jpg.jpeg?itok=XcU3SJXW,15157684.04,22796.90359,2014.0,2.8181818181818183,51.95454545454545,32.0,14.734545454545456,6.068181818181819,10.145454545454545,805.549090909091,7.318181818181818
434,Tower Park - Storage,46 Woodend Dr.,140.0,1979-01-02,2013,"46 woodend dr., Hamilton, Ontario",43.40201009,-79.98216621,"46 Woodend Dr, Carlisle, Ontario, L0R 1H2","46 Woodend Dr, Carlisle, Ontario, L0R 1H2",POINT (-79.982166206456 43.402010087577),14.0,15.0,15,Ted McMeekin,905-546-2713,ted.mcmeekin@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-15,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrMcMeekin2022.jpg.jpeg?itok=5wJliyuK,125756672.0,55128.93937,1979.0,0.8043478260869565,67.17391304347827,53.51086956521739,13.068913043478263,3.360869565217391,8.210217391304349,851.1982608695656,6.945652173913044
435,TRAFFIC OPERATIONS CENTRE (F),1375 UPPER OTTAWA STREET,52017.0,1995-01-02,2019,"1375 upper ottawa street, Hamilton, Ontario",43.20051232,-79.83944276,"1375 Upper Ottawa St, Hamilton, Ontario, L8W 3L5","1375 Upper Ottawa St, Hamilton, Ontario, L8W 3L5",POINT (-79.839442763403 43.200512320362),5.0,6.0,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275,1995.0,2.3666666666666667,60.0,44.916666666666664,13.813,4.626,9.217666666666666,847.0053333333332,7.183333333333334
436,Trenholme - Splashpad Equipment Building,135 Trenholme Cres.,50.0,2012-01-02,Audit,"135 trenholme cres., Hamilton, Ontario",43.20199378,-79.82712262,"135 Trenholme Cres, Hamilton, Ontario, L8W 2L2","135 Trenholme Cres, Hamilton, Ontario, L8W 2L2",POINT (-79.82712262302 43.201993779839),5.0,6.0,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275,2012.0,3.076923076923077,54.19230769230769,36.69230769230769,14.386923076923077,5.515384615384614,9.945384615384615,838.0561538461538,7.423076923076923
437,Trenholme Park - Bocci Storage Shed,135 Trenholme Cres.,302.0,1968-01-02,Audit,"135 trenholme cres., Hamilton, Ontario",43.20199378,-79.82712262,"135 Trenholme Cres, Hamilton, Ontario, L8W 2L2","135 Trenholme Cres, Hamilton, Ontario, L8W 2L2",POINT (-79.82712262302 43.201993779839),5.0,6.0,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275,1968.0,1.4736842105263157,58.98245614035088,46.078947368421055,13.436666666666666,4.5085964912280705,8.973684210526315,825.1373684210527,6.7368421052631575
438,TRENHOLME PARK - PAVILION,135 TRENHOLME CRESCENT,394.0,1985-01-02,Audit,"135 trenholme crescent, Hamilton, Ontario",43.20199378,-79.82712262,"135 Trenholme Cres, Hamilton, Ontario, L8W 2L2","135 Trenholme Cres, Hamilton, Ontario, L8W 2L2",POINT (-79.82712262302 43.201993779839),5.0,6.0,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275,1985.0,1.925,57.675,43.5625,13.752,4.84,9.29725,832.2475000000001,6.9125
439,TRENHOLME PARK - WASHROOMS,135 TRENHOLME CRESCENT,852.0,2017-01-01,2017,"135 trenholme crescent, Hamilton, Ontario",43.20199378,-79.82712262,"135 Trenholme Cres, Hamilton, Ontario, L8W 2L2","135 Trenholme Cres, Hamilton, Ontario, L8W 2L2",POINT (-79.82712262302 43.201993779839),5.0,6.0,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275,2017.0,3.5,53.5625,35.125,14.5625,5.668749999999999,10.1,832.54,7.5
440,Trieste Bocce Club - Bocce Court,60 Dicenzo Dr.,3500.0,2009-01-02,2020,"60 dicenzo dr., Hamilton, Ontario",43.20895801,-79.88549068,"60 Dicenzo Dr, Hamilton, Ontario, L9B 2S1","60 Dicenzo Dr, Hamilton, Ontario, L9B 2S1",POINT (-79.885490676335 43.208958009821),7.0,8.0,8,John-Paul Danko,905-521-3958,ward8@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-8,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClDanko2022.jpg.jpeg?itok=JQOivEWx,13537637.86,16467.21489,2009.0,2.8125,58.53125,41.125,14.11625,4.98125,9.5425,855.8900000000001,7.5
441,Trieste Bocce Club - Clubhouse,60 Dicenzo Dr.,1000.0,2009-01-02,2020,"60 dicenzo dr., Hamilton, Ontario",43.20895801,-79.88549068,"60 Dicenzo Dr, Hamilton, Ontario, L9B 2S1","60 Dicenzo Dr, Hamilton, Ontario, L9B 2S1",POINT (-79.885490676335 43.208958009821),7.0,8.0,8,John-Paul Danko,905-521-3958,ward8@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-8,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClDanko2022.jpg.jpeg?itok=JQOivEWx,13537637.86,16467.21489,2009.0,2.8125,58.53125,41.125,14.11625,4.98125,9.5425,855.8900000000001,7.5
442,TURNER PARK - WASHROOMS (DIAMOND 3),352 RYMAL ROAD EAST,750.0,2018-06-19,Model,"352 rymal road east, Hamilton, Ontario",43.19846709,-79.87862791,"352 Rymal Rd E, Hamilton, Ontario, L9B 1C2","352 Rymal Rd E, Hamilton, Ontario, L9B 1C2",POINT (-79.878627909291 43.198467094078),6.0,7.0,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157,2018.0,3.5714285714285716,57.92857142857143,37.785714285714285,14.382857142857143,5.21,9.784285714285716,840.5471428571428,7.357142857142857
443,"TURNER PARK - WASHROOMS (DIAMONDS 5,6,7,8)",344 RYMAL ROAD ,1500.0,2018-06-19,Model,"344 rymal road , Hamilton, Ontario",43.1984707,-79.87923711,"344 Rymal Rd E, Hamilton, Ontario, L9B 1C2","344 Rymal Rd E, Hamilton, Ontario, L9B 1C2",POINT (-79.879237106014 43.198470698296),6.0,7.0,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157,2018.0,3.5714285714285716,57.92857142857143,37.785714285714285,14.382857142857143,5.21,9.784285714285716,840.5471428571428,7.357142857142857
444,TURNER PARK LIBRARY,352 RYMAL ROAD EAST ,77788.0,2009-01-02,2021,"352 rymal road east , Hamilton, Ontario",43.19846709,-79.87862791,"352 Rymal Rd E, Hamilton, Ontario, L9B 1C2","352 Rymal Rd E, Hamilton, Ontario, L9B 1C2",POINT (-79.878627909291 43.198467094078),6.0,7.0,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157,2009.0,2.8125,58.53125,41.125,14.11625,4.98125,9.5425,855.8900000000001,7.5
445,UPPER OTTAWA - SALT STORAGE,1199 UPPER OTTAWA STREET,11187.0,2005-01-02,2019,"1199 upper ottawa street, Hamilton, Ontario",43.20520032,-79.83559212,"1199 Upper Ottawa St, Hamilton, Ontario, L8W 3L5","1199 Upper Ottawa St, Hamilton, Ontario, L8W 3L5",POINT (-79.835592117084 43.205200318808),5.0,6.0,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275,2005.0,2.65,58.875,42.05,14.038499999999999,4.8839999999999995,9.4625,856.9650000000001,7.4
446,VALENS COMMUNITY HALL,1818 VALENS ROAD,3180.0,1959-01-02,2022,"1818 valens road, Hamilton, Ontario",43.38376851,-80.13057258,"1818 Valens Rd, Cambridge, Ontario, N1R 5S7","1818 Valens Rd, Cambridge, Ontario, N1R 5S7",POINT (-80.130572579862 43.383768509786),12.0,13.0,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325,1959.0,0.48484848484848486,69.68181818181819,58.734848484848484,12.684545454545455,2.774393939393939,7.7287878787878785,851.426818181818,6.659090909090909
447,VALENS PARK - PAVILION,1818 VALENS ROAD,1230.0,1955-01-01,,"1818 valens road, Hamilton, Ontario",43.38376851,-80.13057258,"1818 Valens Rd, Cambridge, Ontario, N1R 5S7","1818 Valens Rd, Cambridge, Ontario, N1R 5S7",POINT (-80.130572579862 43.383768509786),12.0,13.0,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325,1955.0,0.45714285714285713,69.97142857142858,58.97142857142857,12.652285714285714,2.740285714285714,7.694142857142857,851.7987142857143,6.635714285714286
