,Asset Name,Asset Name: Address,Asset Name: Size,Asset Name: Date Built,Custom: Assessment Date,formattted_address,latitude,longitude,formatted_address,location,geometry,index_right,OBJECTID,WARD,COUNCILLOR_NAME,PHONE,EMAIL,WEBSITE,PICTURE_URL,Shape__Area,Shape__Length
403,Sam Manson Park - Sun Shelter,80 Nash Rd North,405,2013-01-01,Model,"80 nash rd north, Hamilton, Ontario",43.23200669,-79.77161732,"80 Nash Rd N, Hamilton, Ontario, L8H 2P5","80 Nash Rd N, Hamilton, Ontario, L8H 2P5",POINT (-79.771617324916 43.232006692901),4,5,5,Matt Francis,905-546-2716,matt.francis@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-5,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrFrancis.jpg.jpeg?itok=7VWTb7Vl,19689429.56,35522.41776
404,Sam Manson Park - Washroom / Storage Bldg,80 Nash Rd. N.,3250,1979-01-02,2021,"80 nash rd. n., Hamilton, Ontario",43.23200669,-79.77161732,"80 Nash Rd N, Hamilton, Ontario, L8H 2P5","80 Nash Rd N, Hamilton, Ontario, L8H 2P5",POINT (-79.771617324916 43.232006692901),4,5,5,Matt Francis,905-546-2716,matt.francis@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-5,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrFrancis.jpg.jpeg?itok=7VWTb7Vl,19689429.56,35522.41776
405,SANCTUARY PARK - WASHROOMS,27 SANCTUARY DRIVE,700,1978-01-02,2017,"27 sanctuary drive, Hamilton, Ontario",43.25500659,-79.96914199,"27 Sanctuary Dr, Dundas, Ontario, L9H 3Y7","27 Sanctuary Dr, Dundas, Ontario, L9H 3Y7",POINT (-79.969141986207 43.255006593305),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
406,SEALY PARK SCOUT HALL,115 MAIN STREET SOUTH,3016,1855-01-01,2011,"115 main street south, Hamilton, Ontario",43.33077171,-79.8897553,"115 Main St S, Waterdown, Ontario, L8B 0G2","115 Main St S, Waterdown, Ontario, L8B 0G2",POINT (-79.889755304851 43.330771705755),14,15,15,Ted McMeekin,905-546-2713,ted.mcmeekin@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-15,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrMcMeekin2022.jpg.jpeg?itok=5wJliyuK,125756672,55128.93937
407,Shamrock Park - Storage,101 Walnut St. S,156,1980-01-02,2021,"101 walnut st. s, Hamilton, Ontario",43.25142538,-79.86426543,"101 Walnut St S, Hamilton, Ontario, L8N 2L4","101 Walnut St S, Hamilton, Ontario, L8N 2L4",POINT (-79.864265434381 43.251425383264),1,2,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396
408,Shawinigan Park - Storage And Sunshelter,1 Guildwood Dr.,684,1990-01-01,2017,"1 guildwood dr., Hamilton, Ontario",43.22192481,-79.9210566,"1 Guildwood Dr, Hamilton, Ontario, L9C 7E7","1 Guildwood Dr, Hamilton, Ontario, L9C 7E7",POINT (-79.921056600251 43.221924814033),13,14,14,Mike Spadafora,905-546-2712,mike.spadafora@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-14,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrSpadafora2022.jpg.jpeg?itok=sjt4937W,11264675.44,18395.06743
409,Sheffield Ball Park - Concession / Shelter,1227 Sheffield Rd.,1161,1987-01-02,2021,"1227 sheffield rd., Hamilton, Ontario",43.32306199,-80.20856719,"1227 Sheffield Rd, Sheffield, Ontario, L0R 1Z0","1227 Sheffield Rd, Sheffield, Ontario, L0R 1Z0",POINT (-80.208567194738 43.323061989305),11,12,12,Craig Cassar,905-546-2704,craig.cassar@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-12,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrCassar.jpg.jpeg?itok=Hd4CvrQn,297639671.4,83212.28066
410,Sheffield Ball Park - Pavilion,1227 Sheffield Rd.,580,1987-01-02,2021,"1227 sheffield rd., Hamilton, Ontario",43.32306199,-80.20856719,"1227 Sheffield Rd, Sheffield, Ontario, L0R 1Z0","1227 Sheffield Rd, Sheffield, Ontario, L0R 1Z0",POINT (-80.208567194738 43.323061989305),11,12,12,Craig Cassar,905-546-2704,craig.cassar@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-12,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrCassar.jpg.jpeg?itok=Hd4CvrQn,297639671.4,83212.28066
411,SHEFFIELD COMMUNITY HALL,2339 5TH CONCESSION ROAD WEST,4267,1877-01-01,2022,"2339 5th concession road west, Hamilton, Ontario",43.297085,-80.20031102,"2339 Concession Rd 5 W, Branchton, Ontario, N0B 1L0","2339 Concession Rd 5 W, Branchton, Ontario, N0B 1L0",POINT (-80.20031102011 43.297085004531),11,12,12,Craig Cassar,905-546-2704,craig.cassar@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-12,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrCassar.jpg.jpeg?itok=Hd4CvrQn,297639671.4,83212.28066
412,SHEFFIELD COMMUNITY HALL GARAGE,2339 5TH CONCESSION ROAD WEST,,2007-04-18,,"2339 5th concession road west, Hamilton, Ontario",43.297085,-80.20031102,"2339 Concession Rd 5 W, Branchton, Ontario, N0B 1L0","2339 Concession Rd 5 W, Branchton, Ontario, N0B 1L0",POINT (-80.20031102011 43.297085004531),11,12,12,Craig Cassar,905-546-2704,craig.cassar@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-12,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrCassar.jpg.jpeg?itok=Hd4CvrQn,297639671.4,83212.28066
413,SIR ALLAN MACNAB RECREATION CENTRE (P),145 MAGNOLIA DRIVE,20871,1987-01-02,2018,"145 magnolia drive, Hamilton, Ontario",43.2311711,-79.92131686,"145 Magnolia Dr, Hamilton, Ontario, L9C 5P4","145 Magnolia Dr, Hamilton, Ontario, L9C 5P4",POINT (-79.921316858344 43.231171100974),13,14,14,Mike Spadafora,905-546-2712,mike.spadafora@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-14,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrSpadafora2022.jpg.jpeg?itok=sjt4937W,11264675.44,18395.06743
414,SIR WILFRID LAURIER RECREATION CENTRE (P),60 ALBRIGHT ROAD,16617,1981-01-02,2018,"60 albright road, Hamilton, Ontario",43.21780712,-79.78678379,"60 Albright Rd, Hamilton, Ontario, L8K 5J3","60 Albright Rd, Hamilton, Ontario, L8K 5J3",POINT (-79.786783791979 43.217807120279),4,5,5,Matt Francis,905-546-2716,matt.francis@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-5,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrFrancis.jpg.jpeg?itok=7VWTb7Vl,19689429.56,35522.41776
415,SIR WINSTON CHURCHILL RECREATION CENTRE (P),1709 MAIN STREET EAST,12414,1970-01-02,2018,"1709 main street east, Hamilton, Ontario",43.23707406,-79.79497373,"1709 Main St E, Hamilton, Ontario, L8H 1E3","1709 Main St E, Hamilton, Ontario, L8H 1E3",POINT (-79.794973732771 43.23707406123),3,4,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194
416,SPRING VALLEY ARENA,29 ORCHARD DRIVE,29628,1974-01-02,2015,"29 orchard drive, Hamilton, Ontario",43.21700128,-79.99774439,"29 Orchard Dr, Ancaster, Ontario, L9G 1Z6","29 Orchard Dr, Ancaster, Ontario, L9G 1Z6",POINT (-79.997744392603 43.217001284108),11,12,12,Craig Cassar,905-546-2704,craig.cassar@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-12,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrCassar.jpg.jpeg?itok=Hd4CvrQn,297639671.4,83212.28066
417,St. Christopher's Park - Storage With Sunshelter,48 Holly Ave.,652,2002-01-02,2020,"48 holly ave., Hamilton, Ontario",43.25519322,-79.80815069,"48 Holly Ave, Hamilton, Ontario, L8H 3M6","48 Holly Ave, Hamilton, Ontario, L8H 3M6",POINT (-79.808150688097 43.255193216379),3,4,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194
418,STONEY CREEK ARENA,37 KING STREET WEST,28278,1973-01-02,2021,"37 king street west, Hamilton, Ontario",43.26649102,-79.95520062,"37 King St W, Dundas, Ontario, L9H 1T5","37 King St W, Dundas, Ontario, L9H 1T5",POINT (-79.955200618112 43.266491016031),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
419,STONEY CREEK CITY HALL (L & MSC),777 HIGHWAY 8,63432,1995-01-02,2022,"777 highway 8, Hamilton, Ontario",43.21228198,-79.69172639,"777 Hwy 8, Stoney Creek, Ontario, L8E 5J4","777 Hwy 8, Stoney Creek, Ontario, L8E 5J4",POINT (-79.691726388266 43.212281979254),9,10,10,Jeff Beattie,905-546-2701,jeff.beattie@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-10,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrBeattie.jpg.jpeg?itok=pdfLrJ5N,31395293.41,31057.20076
420,STONEY CREEK CIVIC OPERATIONS CENTRE - MAIN BUILDING (F),349 JONES ROAD,44186,1999-01-02,2018,"349 jones road, Hamilton, Ontario",43.22269561,-79.68939882,"349 Jones Rd, Stoney Creek, Ontario, L8E 5N2","349 Jones Rd, Stoney Creek, Ontario, L8E 5N2",POINT (-79.689398817573 43.222695613849),9,10,10,Jeff Beattie,905-546-2701,jeff.beattie@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-10,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrBeattie.jpg.jpeg?itok=pdfLrJ5N,31395293.41,31057.20076
421,STONEY CREEK CIVIC OPERATIONS CENTRE - SALT STORAGE,349 JONES ROAD,7200,2016-01-02,2018,"349 jones road, Hamilton, Ontario",43.22269561,-79.68939882,"349 Jones Rd, Stoney Creek, Ontario, L8E 5N2","349 Jones Rd, Stoney Creek, Ontario, L8E 5N2",POINT (-79.689398817573 43.222695613849),9,10,10,Jeff Beattie,905-546-2701,jeff.beattie@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-10,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrBeattie.jpg.jpeg?itok=pdfLrJ5N,31395293.41,31057.20076
422,STONEY CREEK CIVIC OPERATIONS CENTRE - SAND STORAGE,349 JONES ROAD,12696,1971-01-02,2019,"349 jones road, Hamilton, Ontario",43.22269561,-79.68939882,"349 Jones Rd, Stoney Creek, Ontario, L8E 5N2","349 Jones Rd, Stoney Creek, Ontario, L8E 5N2",POINT (-79.689398817573 43.222695613849),9,10,10,Jeff Beattie,905-546-2701,jeff.beattie@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-10,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrBeattie.jpg.jpeg?itok=pdfLrJ5N,31395293.41,31057.20076
423,STONEY CREEK RECREATION CENTRE (P),45 KING STREET WEST,27992,2016-01-02,2018,"45 king street west, Hamilton, Ontario",43.2665429,-79.95553338,"45 King St W, Dundas, Ontario, L9H 1T5","45 King St W, Dundas, Ontario, L9H 1T5",POINT (-79.955533379668 43.266542900012),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
424,STONEY CREEK STORAGE BUILDING & WORKSHOP (H),77 KING STREET WEST,875,1977-01-02,2019,"77 king street west, Hamilton, Ontario",43.266696,-79.95657399,"77 King St W, Dundas, Ontario, L9H 1T5","77 King St W, Dundas, Ontario, L9H 1T5",POINT (-79.956573992947 43.266695995474),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
425,Stoney Creek Tennis Club House,880 Queenston Rd.,2274,1987-01-02,2019,"880 queenston rd., Hamilton, Ontario",43.22581678,-79.75878832,"880 Queenston Rd, Stoney Creek, Ontario, L8E 5J2","880 Queenston Rd, Stoney Creek, Ontario, L8E 5J2",POINT (-79.758788319192 43.225816783135),4,5,5,Matt Francis,905-546-2716,matt.francis@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-5,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrFrancis.jpg.jpeg?itok=7VWTb7Vl,19689429.56,35522.41776
426,Strabane Community Park - Pavilion,1315 Brock Rd. (Brock & 7th Concession),880,1971-01-02,Audit,"1315 brock rd. (brock & 7th concession), Hamilton, Ontario",43.35952758,-80.0276413,"1315 Brock Rd, Dundas, Ontario, L9H 5E4","1315 Brock Rd, Dundas, Ontario, L9H 5E4",POINT (-80.027641300125 43.359527584798),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
427,Strabane Community Park - Washroom / Concession / Storage,1315 Brock Rd. (Brock & 7th Concession),900,1971-01-02,Audit,"1315 brock rd. (brock & 7th concession), Hamilton, Ontario",43.35952758,-80.0276413,"1315 Brock Rd, Dundas, Ontario, L9H 5E4","1315 Brock Rd, Dundas, Ontario, L9H 5E4",POINT (-80.027641300125 43.359527584798),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
428,T.B. Mcquesten Park - Storage / Washroom / Utility,1199 Upper Wentworth St.,4336,2002-01-02,Audit,"1199 upper wentworth st., Hamilton, Ontario",43.21085039,-79.86663952,"1199 Upper Wentworth St, Hamilton, Ontario, L8W 2P8","1199 Upper Wentworth St, Hamilton, Ontario, L8W 2P8",POINT (-79.866639524636 43.210850392101),6,7,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157
429,TAPLEYTOWN YARD - SALT STORAGE,119 TAPLEYTOWN ROAD,7018,2006-01-02,2019,"119 tapleytown road, Hamilton, Ontario",43.17240772,-79.73375786,"119 Tapleytown Rd, Stoney Creek, Ontario, L8J 3K1","119 Tapleytown Rd, Stoney Creek, Ontario, L8J 3K1",POINT (-79.733757860835 43.172407715196),8,9,9,Brad Clark,905-546-2703,brad.clark@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-9,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrClark2022.jpg.jpeg?itok=x4h2z-3O,73469079.21,42091.34971
430,TAPLEYTOWN YARD - SAND STORAGE,119 TAPLEYTOWN ROAD,1052,1982-01-02,2018,"119 tapleytown road, Hamilton, Ontario",43.17240772,-79.73375786,"119 Tapleytown Rd, Stoney Creek, Ontario, L8J 3K1","119 Tapleytown Rd, Stoney Creek, Ontario, L8J 3K1",POINT (-79.733757860835 43.172407715196),8,9,9,Brad Clark,905-546-2703,brad.clark@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-9,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrClark2022.jpg.jpeg?itok=x4h2z-3O,73469079.21,42091.34971
431,Templemead Park - Storage,30 Independence Dr.,138,1968-01-02,Audit,"30 independence dr., Hamilton, Ontario",43.19654579,-79.8449392,"30 Independence Dr, Hamilton, Ontario, L8W 2W1","30 Independence Dr, Hamilton, Ontario, L8W 2W1",POINT (-79.84493919641 43.196545794232),5,6,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275
432,Templemead Park - Sunshelter,30 Independence Dr.,560,2002-01-02,Audit,"30 independence dr., Hamilton, Ontario",43.19654579,-79.8449392,"30 Independence Dr, Hamilton, Ontario, L8W 2W1","30 Independence Dr, Hamilton, Ontario, L8W 2W1",POINT (-79.84493919641 43.196545794232),5,6,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275
433,TERRYBERRY LIBRARY,100 MOHAWK ROAD WEST,28108,1995-01-02,2015,"100 mohawk road west, Hamilton, Ontario",43.23048081,-79.88693111,"100 Mohawk Rd W, Hamilton, Ontario, L9C 1W1","100 Mohawk Rd W, Hamilton, Ontario, L9C 1W1",POINT (-79.886931106396 43.230480809338),7,8,8,John-Paul Danko,905-521-3958,ward8@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-8,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClDanko2022.jpg.jpeg?itok=JQOivEWx,13537637.86,16467.21489
434,THE OPTIMIST CLUB OF STONEY CREEK,830 Queenston Rd.,4998,1964-01-02,2022,"830 queenston rd., Hamilton, Ontario",43.22705999,-79.76030117,"830 Queenston Rd, Stoney Creek, Ontario, L8G 4A8","830 Queenston Rd, Stoney Creek, Ontario, L8G 4A8",POINT (-79.760301168896 43.227059987014),4,5,5,Matt Francis,905-546-2716,matt.francis@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-5,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrFrancis.jpg.jpeg?itok=7VWTb7Vl,19689429.56,35522.41776
435,TIM HORTONS FIELD,64 MELROSE AVENUE NORTH,327148,2014-09-02,2020,"64 melrose avenue north, Hamilton, Ontario",43.25203982,-79.83138717,"64 Melrose Ave N, Hamilton, Ontario, L8L 0C3","64 Melrose Ave N, Hamilton, Ontario, L8L 0C3",POINT (-79.831387167718 43.252039818676),2,3,3,Nrinder Nann,905-546-2702,ward3@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-3,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClNann2022.jpg.jpeg?itok=XcU3SJXW,15157684.04,22796.90359
436,Tower Park - Storage,46 Woodend Dr.,140,1979-01-02,2013,"46 woodend dr., Hamilton, Ontario",43.40201009,-79.98216621,"46 Woodend Dr, Carlisle, Ontario, L0R 1H2","46 Woodend Dr, Carlisle, Ontario, L0R 1H2",POINT (-79.982166206456 43.402010087577),14,15,15,Ted McMeekin,905-546-2713,ted.mcmeekin@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-15,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrMcMeekin2022.jpg.jpeg?itok=5wJliyuK,125756672,55128.93937
437,TRAFFIC OPERATIONS CENTRE (F),1375 UPPER OTTAWA STREET,52017,1995-01-02,2019,"1375 upper ottawa street, Hamilton, Ontario",43.20051232,-79.83944276,"1375 Upper Ottawa St, Hamilton, Ontario, L8W 3L5","1375 Upper Ottawa St, Hamilton, Ontario, L8W 3L5",POINT (-79.839442763403 43.200512320362),5,6,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275
438,Trenholme - Splashpad Equipment Building,135 Trenholme Cres.,50,2012-01-02,Audit,"135 trenholme cres., Hamilton, Ontario",43.20199378,-79.82712262,"135 Trenholme Cres, Hamilton, Ontario, L8W 2L2","135 Trenholme Cres, Hamilton, Ontario, L8W 2L2",POINT (-79.82712262302 43.201993779839),5,6,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275
439,Trenholme Park - Bocci Storage Shed,135 Trenholme Cres.,302,1968-01-02,Audit,"135 trenholme cres., Hamilton, Ontario",43.20199378,-79.82712262,"135 Trenholme Cres, Hamilton, Ontario, L8W 2L2","135 Trenholme Cres, Hamilton, Ontario, L8W 2L2",POINT (-79.82712262302 43.201993779839),5,6,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275
440,TRENHOLME PARK - PAVILION,135 TRENHOLME CRESCENT,394,1985-01-02,Audit,"135 trenholme crescent, Hamilton, Ontario",43.20199378,-79.82712262,"135 Trenholme Cres, Hamilton, Ontario, L8W 2L2","135 Trenholme Cres, Hamilton, Ontario, L8W 2L2",POINT (-79.82712262302 43.201993779839),5,6,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275
441,TRENHOLME PARK - WASHROOMS,135 TRENHOLME CRESCENT,852,2017-01-01,2017,"135 trenholme crescent, Hamilton, Ontario",43.20199378,-79.82712262,"135 Trenholme Cres, Hamilton, Ontario, L8W 2L2","135 Trenholme Cres, Hamilton, Ontario, L8W 2L2",POINT (-79.82712262302 43.201993779839),5,6,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275
442,Trieste Bocce Club - Bocce Court,60 Dicenzo Dr.,3500,2009-01-02,2020,"60 dicenzo dr., Hamilton, Ontario",43.20895801,-79.88549068,"60 Dicenzo Dr, Hamilton, Ontario, L9B 2S1","60 Dicenzo Dr, Hamilton, Ontario, L9B 2S1",POINT (-79.885490676335 43.208958009821),7,8,8,John-Paul Danko,905-521-3958,ward8@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-8,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClDanko2022.jpg.jpeg?itok=JQOivEWx,13537637.86,16467.21489
443,Trieste Bocce Club - Clubhouse,60 Dicenzo Dr.,1000,2009-01-02,2020,"60 dicenzo dr., Hamilton, Ontario",43.20895801,-79.88549068,"60 Dicenzo Dr, Hamilton, Ontario, L9B 2S1","60 Dicenzo Dr, Hamilton, Ontario, L9B 2S1",POINT (-79.885490676335 43.208958009821),7,8,8,John-Paul Danko,905-521-3958,ward8@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-8,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClDanko2022.jpg.jpeg?itok=JQOivEWx,13537637.86,16467.21489
444,TURNER PARK - WASHROOMS (DIAMOND 3),352 RYMAL ROAD EAST,750,2018-06-19,Model,"352 rymal road east, Hamilton, Ontario",43.19846709,-79.87862791,"352 Rymal Rd E, Hamilton, Ontario, L9B 1C2","352 Rymal Rd E, Hamilton, Ontario, L9B 1C2",POINT (-79.878627909291 43.198467094078),6,7,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157
445,"TURNER PARK - WASHROOMS (DIAMONDS 5,6,7,8)",344 RYMAL ROAD ,1500,2018-06-19,Model,"344 rymal road , Hamilton, Ontario",43.1984707,-79.87923711,"344 Rymal Rd E, Hamilton, Ontario, L9B 1C2","344 Rymal Rd E, Hamilton, Ontario, L9B 1C2",POINT (-79.879237106014 43.198470698296),6,7,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157
